959440674,2,54350,23296,5,4,
1566610275,4,91262,4745,40,4,
582118172,6,36612,92642,4,4,
458054979,8,4489,89653,4,4,
124735544,10,32424,53243,3,3,
1428945895,12,86765,56270,4,4,
1853932144,14,18432,54692,4,3,
939488604,16,2245,41735,4,4,
1519867211,18,5812,41663,4,4,
898129115,20,16352,40996,5,4,
1782820340,22,63199,80650,4,4,
1669429518,24,13443,35728,4,4,
1435564912,26,76638,91524,4,2,
517813267,28,322,28877,4,4,
866571135,30,15442,38416,4,3,
1868515561,32,20468,10882,5,4,
1699860657,34,11481,54156,4,4,
1031768560,36,58438,21284,3,3,
1382945167,38,68575,81611,4,3,
1611500811,40,25353,77087,4,4,
429099072,42,35532,64745,4,4,
1855128095,44,75316,59524,4,4,
1373593758,46,78252,16807,4,4,
1857812213,48,86140,21962,5,3,
2051444441,50,84538,26247,4,4,
623728261,52,86280,81233,4,4,
646752208,54,49316,65775,4,3,
245020156,56,32106,92375,4,4,
1761131102,58,12916,23855,4,4,
292136939,60,3102,99445,4,4,
1976554891,62,25534,72670,4,4,
409233490,64,94719,7308,4,4,
1134759367,66,58467,19703,5,4,
976565941,68,34758,48072,4,4,
1902546475,70,17407,45039,4,3,
1235536622,72,7585,32561,4,4,
1241119721,74,73387,91385,5,4,
1647331132,76,83137,30713,4,3,
1667235314,78,37131,28313,4,4,
971640565,80,82832,69308,4,3,
1910638370,82,39325,50612,4,4,
687699681,84,94397,90095,4,4,
953083044,86,46011,66804,5,3,
370908658,88,37626,9087,4,4,
1324432526,90,51013,34112,4,4,
1271785623,92,55257,96117,4,3,
1551000843,94,35005,77526,4,4,
179268824,96,61424,73616,4,4,
1443432499,98,37122,69513,4,4,
1037148993,100,96939,76207,4,4,
1553070794,102,84702,68623,3,3,
495297445,104,69175,79108,4,4,
1996190277,106,37528,791,4,4,
1492793350,108,67635,5829,3,4,
1768966746,110,16678,88252,4,4,
1766443426,112,54825,40919,4,3,
1527184096,114,65281,64976,3,4,
2137134414,116,84967,36715,4,4,
668782043,118,31080,48150,24,4,
317023226,120,56877,25136,4,4,
1850020828,122,50152,25285,3,4,
940594681,124,73621,75825,3,3,
1186977045,126,17841,13069,4,4,
119688371,128,89072,50481,4,4,
2081314590,130,12548,89896,4,4,
401458115,132,85842,14784,4,4,
197628823,134,59242,42492,4,4,
1666304198,136,98419,94100,4,4,
167726351,138,4654,46279,4,3,
646157117,140,61362,9248,4,4,
33760982,142,36849,73060,4,4,
153613121,144,35900,41158,3,4,
1950718540,146,16071,32033,4,4,
1218213135,148,55298,14088,4,3,
1608110315,150,53701,68485,3,4,
444473113,152,74251,7178,4,3,
214085321,154,11769,49826,4,4,
1751110755,156,29518,84292,3,4,
512045288,158,91334,33019,4,3,
754557165,160,38390,39050,4,4,
18284229,162,76161,41797,4,4,
540725943,164,22360,82276,4,4,
1140643548,166,59833,83136,4,4,
1244513818,168,94357,66585,4,3,
84552911,170,75687,30782,3,4,
274863382,172,27530,30665,4,4,
569529368,174,25491,58454,4,3,
1569048890,176,47178,39277,4,4,
763062718,178,21293,23375,4,3,
2073048114,180,99686,26530,4,4,
1470716838,182,9819,30551,4,4,
886382206,184,28133,28850,4,3,
1424821035,186,28805,80093,4,4,
277233338,188,84141,89767,3,3,
63528263,190,15703,97888,4,4,
1169853712,192,30496,687,4,17,
223909398,194,73330,51011,4,4,
1089959381,196,4974,61265,4,4,
1683095481,198,84857,36876,4,3,
810843229,200,78141,40266,3,4,
1440859511,202,1326,86165,4,3,
1808868047,204,24323,95178,4,4,
507455494,206,82157,40879,3,4,
513359436,208,85968,86910,4,4,
733576053,210,31137,26229,4,4,
225976892,212,37779,41720,4,3,
1380300772,214,49962,11943,4,4,
1888454025,216,72410,52512,4,4,
493132555,218,47589,79396,4,3,
2015941996,220,41859,15810,4,4,
1348235458,222,83914,96926,3,4,
115161812,224,57753,80158,4,4,
1641708079,226,19735,56647,4,4,
592495096,228,6244,89167,3,4,
97734366,230,30584,7972,4,4,
322748153,232,11749,78741,4,4,
133504645,234,94992,61488,3,3,
1446618620,236,77222,81436,4,4,
773048538,238,26635,12101,4,4,
524851778,240,42889,43028,3,4,
1745081660,242,85472,89322,4,4,
1121025696,244,32842,19784,4,4,
1771710963,246,82617,42017,4,4,
506982249,248,15207,97159,3,4,
18788002,250,50662,25724,4,3,
2129353369,252,60005,48011,4,4,
593454274,254,35277,31720,3,4,
